timestep,episode,episode_reward,episode_length,wall_time,policy_loss,value_loss,entropy,approx_kl
18,0,7.026,18,0.27,,,,
32,1,3.928,14,0.29,,,,
48,2,-6.075,16,0.31,,,,
63,3,0.908,15,0.34,,,,
82,4,1.34,19,0.37,,,,
106,5,0.966,24,0.41,,,,
123,6,0.979,17,0.43,,,,
141,7,0.744,18,0.46,,,,
161,8,-1.645,20,0.5,,,,
180,9,-1.231,19,0.53,,,,
192,10,-1.444,12,0.55,,,,
216,11,-1.34,24,0.59,,,,
237,12,-2.22,21,0.63,,,,
251,13,0.29,14,0.66,,,,
275,14,-0.981,24,0.7,,,,
290,15,-0.978,15,0.72,,,,
305,16,-0.711,15,0.74,,,,
337,17,2.24,32,0.79,,,,
347,18,-0.901,10,0.8,,,,
381,19,2.536,34,0.86,,,,
401,20,1.432,20,0.9,,,,
419,21,2.124,18,0.95,,,,
434,22,0.758,15,1.0,,,,
460,23,-0.725,26,1.04,,,,
487,24,-0.307,27,1.1,,,,
510,25,0.566,23,1.14,,,,
526,26,0.29,16,1.17,,,,
551,27,-0.815,25,1.21,,,,
562,28,-0.737,11,1.23,,,,
573,29,-0.063,11,1.25,,,,
602,30,2.046,29,1.29,,,,
615,31,-1.707,13,1.31,,,,
643,32,3.356,28,1.36,,,,
664,33,-2.067,21,1.39,,,,
685,34,-2.539,21,1.43,,,,
709,35,-0.105,24,1.47,,,,
722,36,-0.181,13,1.49,,,,
760,37,2.213,38,1.55,,,,
770,38,-1.563,10,1.57,,,,
780,39,-1.511,10,1.58,,,,
793,40,-0.699,13,1.6,,,,
811,41,-2.781,18,1.63,,,,
827,42,-2.388,16,1.66,,,,
844,43,-0.713,17,1.68,,,,
862,44,-3.041,18,1.71,,,,
881,45,0.403,19,1.74,,,,
893,46,-0.963,12,1.77,,,,
909,47,0.854,16,1.8,,,,
935,48,2.135,26,1.87,,,,
955,49,0.699,20,1.9,,,,
975,50,0.798,20,1.93,,,,
1008,51,-0.539,33,2.0,,,,
1023,52,-2.433,15,2.02,,,,
1049,53,-0.768,26,2.06,,,,
1063,54,-2.363,14,2.08,,,,
1081,55,1.142,18,2.11,,,,
1094,56,-0.965,13,2.13,,,,
1111,57,-2.287,17,2.16,,,,
1130,58,1.64,19,2.19,,,,
1143,59,-0.266,13,2.21,,,,
1158,60,0.202,15,2.25,,,,
1173,61,-0.248,15,2.27,,,,
1181,62,-1.518,8,2.29,,,,
1204,63,-1.921,23,2.32,,,,
1237,64,-0.83,33,2.37,,,,
1253,65,-2.71,16,2.4,,,,
1277,66,0.291,24,2.44,,,,
1300,67,1.632,23,2.47,,,,
1314,68,0.336,14,2.49,,,,
1326,69,-1.877,12,2.51,,,,
1338,70,-0.471,12,2.53,,,,
1350,71,0.197,12,2.55,,,,
1378,72,4.045,28,2.59,,,,
1388,73,-0.207,10,2.61,,,,
1398,74,-0.652,10,2.62,,,,
1408,75,-1.309,10,2.64,,,,
1428,76,-0.307,20,2.68,,,,
1441,77,-1.101,13,2.72,,,,
1469,78,-0.382,28,2.76,,,,
1488,79,-0.223,19,2.79,,,,
1499,80,-1.092,11,2.81,,,,
1511,81,-1.362,12,2.84,,,,
1524,82,-0.287,13,2.88,,,,
1556,83,2.175,32,2.95,,,,
1567,84,0.052,11,2.97,,,,
