timestep,episode,episode_reward,episode_length,wall_time,critic_loss,actor_loss
24,0,-4.447,24,0.01,,
50,1,-1.777,26,0.01,,
83,2,2.53,33,0.02,,
102,3,1.882,19,0.02,,
113,4,-4.193,11,0.02,,
126,5,-1.636,13,0.02,,
151,6,-2.662,25,0.03,,
164,7,0.127,13,0.03,,
179,8,0.391,15,0.03,,
210,9,5.282,31,0.04,,
239,10,7.739,29,0.04,,
266,11,11.37,27,0.05,,
278,12,0.914,12,0.05,,
299,13,0.567,21,0.05,,
318,14,-3.905,19,0.06,,
339,15,-7.644,21,0.06,,
366,16,-1.647,27,0.06,,
382,17,0.495,16,0.06,,
437,18,30.491,55,0.07,,
451,19,1.142,14,0.08,,
461,20,-2.346,10,0.08,,
497,21,19.248,36,0.08,,
519,22,-4.8,22,0.1,,
533,23,0.781,14,0.1,,
563,24,12.554,30,0.1,,
575,25,0.08,12,0.1,,
595,26,4.022,20,0.11,,
618,27,3.929,23,0.11,,
641,28,-7.545,23,0.12,,
680,29,0.264,39,0.12,,
707,30,-2.068,27,0.13,,
734,31,8.293,27,0.13,,
747,32,-1.958,13,0.13,,
770,33,0.192,23,0.14,,
781,34,-0.306,11,0.14,,
800,35,-3.042,19,0.14,,
826,36,6.971,26,0.15,,
841,37,-8.924,15,0.15,,
874,38,8.775,33,0.16,,
899,39,2.862,25,0.16,,
913,40,-2.253,14,0.17,,
937,41,-1.526,24,0.17,,
945,42,-3.009,8,0.17,,
962,43,3.063,17,0.17,,
983,44,-1.461,21,0.18,,
996,45,-0.876,13,0.18,,
1007,46,-4.081,11,0.19,,
1043,47,4.953,36,0.2,,
1072,48,10.57,29,0.2,,
1084,49,-0.193,12,0.2,,
1097,50,-1.278,13,0.21,,
1115,51,5.17,18,0.21,,
1125,52,-5.304,10,0.21,,
1136,53,-2.623,11,0.21,,
1150,54,0.366,14,0.22,,
1166,55,2.154,16,0.22,,
1191,56,1.269,25,0.22,,
1203,57,-2.773,12,0.22,,
1224,58,4.005,21,0.23,,
1242,59,-2.824,18,0.23,,
1255,60,0.033,13,0.24,,
1282,61,-4.502,27,0.24,,
1297,62,2.288,15,0.24,,
1326,63,-4.909,29,0.25,,
1347,64,3.19,21,0.25,,
1361,65,-1.184,14,0.25,,
1389,66,-3.162,28,0.26,,
1413,67,3.549,24,0.26,,
1446,68,1.906,33,0.27,,
1464,69,-2.058,18,0.27,,
1489,70,2.599,25,0.27,,
1509,71,5.442,20,0.28,,
1547,72,3.001,38,0.28,,
1566,73,-5.643,19,0.28,,
1585,74,0.809,19,0.29,,
1606,75,-2.967,21,0.29,,
1622,76,3.448,16,0.29,,
1635,77,1.46,13,0.29,,
1666,78,11.077,31,0.3,,
