timestep,episode,episode_reward,episode_length,wall_time,critic_loss,actor_loss
12,0,-1.813,12,0.0,,
26,1,2.135,14,0.01,,
61,2,6.846,35,0.01,,
73,3,-0.511,12,0.01,,
83,4,-0.78,10,0.02,,
101,5,-4.351,18,0.02,,
120,6,-3.414,19,0.02,,
151,7,-7.402,31,0.03,,
170,8,7.294,19,0.03,,
197,9,-3.284,27,0.04,,
214,10,2.494,17,0.04,,
246,11,-1.704,32,0.04,,
258,12,-2.686,12,0.05,,
307,13,15.256,49,0.05,,
321,14,-1.333,14,0.06,,
338,15,-5.94,17,0.06,,
360,16,4.639,22,0.07,,
372,17,-0.769,12,0.07,,
393,18,-2.219,21,0.08,,
417,19,3.057,24,0.09,,
446,20,5.053,29,0.1,,
463,21,0.657,17,0.1,,
477,22,1.717,14,0.11,,
490,23,-1.784,13,0.11,,
538,24,8.909,48,0.12,,
564,25,0.824,26,0.12,,
578,26,0.076,14,0.13,,
614,27,7.465,36,0.14,,
635,28,4.081,21,0.14,,
683,29,3.767,48,0.15,,
699,30,-1.494,16,0.16,,
711,31,1.942,12,0.16,,
731,32,0.93,20,0.16,,
744,33,-2.346,13,0.16,,
756,34,1.208,12,0.17,,
769,35,0.949,13,0.17,,
783,36,0.012,14,0.17,,
797,37,-0.559,14,0.17,,
811,38,-0.456,14,0.18,,
840,39,11.218,29,0.18,,
867,40,6.257,27,0.19,,
892,41,-1.968,25,0.19,,
915,42,-5.861,23,0.19,,
942,43,3.348,27,0.2,,
959,44,-2.371,17,0.2,,
972,45,-2.125,13,0.2,,
1006,46,6.821,34,0.21,,
1017,47,-0.797,11,0.21,,
1034,48,-4.845,17,0.21,,
1064,49,4.171,30,0.22,,
1087,50,3.611,23,0.22,,
1119,51,14.101,32,0.23,,
1139,52,4.445,20,0.23,,
1153,53,-2.288,14,0.24,,
1174,54,0.029,21,0.24,,
1193,55,-0.288,19,0.24,,
1229,56,5.241,36,0.25,,
1242,57,1.309,13,0.25,,
1269,58,-2.053,27,0.25,,
1294,59,-3.536,25,0.26,,
1314,60,1.567,20,0.26,,
1332,61,-1.152,18,0.26,,
1354,62,3.784,22,0.27,,
1370,63,1.719,16,0.27,,
1388,64,-4.512,18,0.27,,
1413,65,-1.329,25,0.28,,
1434,66,2.626,21,0.28,,
1462,67,0.372,28,0.28,,
1473,68,-2.617,11,0.29,,
1484,69,-2.399,11,0.29,,
1507,70,2.539,23,0.29,,
1521,71,-3.694,14,0.29,,
1554,72,9.561,33,0.31,,
1588,73,3.856,34,0.32,,
1608,74,-0.732,20,0.32,,
1631,75,2.665,23,0.33,,
1644,76,-0.12,13,0.33,,
1663,77,-2.142,19,0.34,,
1682,78,-2.002,19,0.34,,
1709,79,-5.892,27,0.35,,
1756,80,17.536,47,0.36,,
1773,81,-9.067,17,0.36,,
1797,82,0.897,24,0.36,,
1821,83,1.772,24,0.37,,
1837,84,4.415,16,0.37,,
1853,85,0.165,16,0.37,,
1866,86,-4.047,13,0.37,,
1885,87,-3.656,19,0.38,,
1909,88,1.731,24,0.38,,
1931,89,2.999,22,0.39,,
1965,90,8.163,34,0.39,,
1981,91,-2.583,16,0.39,,
2002,92,2.02,21,0.4,,
2011,93,-3.767,9,0.4,,
2034,94,-5.551,23,0.4,,
2063,95,-6.113,29,0.41,,
2088,96,5.47,25,0.42,,
2105,97,0.651,17,0.42,,
2142,98,13.43,37,0.43,,
2168,99,8.35,26,0.44,,
2188,100,2.15,20,0.45,,
2215,101,0.321,27,0.45,,
2229,102,-1.07,14,0.46,,
2248,103,6.968,19,0.46,,
2266,104,-5.264,18,0.46,,
2288,105,-0.539,22,0.47,,
2301,106,-1.781,13,0.47,,
2312,107,-1.09,11,0.47,,
2329,108,-3.139,17,0.47,,
2340,109,-1.486,11,0.47,,
2356,110,-4.092,16,0.48,,
2383,111,-0.858,27,0.48,,
2405,112,-3.739,22,0.49,,
2430,113,-7.087,25,0.49,,
2454,114,12.168,24,0.49,,
2473,115,3.995,19,0.5,,
2497,116,-0.612,24,0.5,,
2513,117,1.506,16,0.5,,
2532,118,3.223,19,0.51,,
2545,119,0.208,13,0.51,,
2561,120,-3.684,16,0.51,,
2594,121,7.066,33,0.52,,
2609,122,2.316,15,0.52,,
2631,123,6.638,22,0.53,,
2658,124,-4.573,27,0.53,,
2679,125,-1.374,21,0.54,,
2705,126,17.621,26,0.55,,
2749,127,1.929,44,0.56,,
2761,128,-0.889,12,0.56,,
2791,129,12.199,30,0.56,,
2823,130,3.093,32,0.57,,
2850,131,4.98,27,0.57,,
2874,132,5.93,24,0.58,,
2898,133,6.395,24,0.58,,
2907,134,-4.777,9,0.58,,
2932,135,6.267,25,0.59,,
2944,136,0.787,12,0.59,,
2963,137,7.619,19,0.59,,
2979,138,-1.24,16,0.6,,
3008,139,-1.033,29,0.6,,
3023,140,1.204,15,0.61,,
3037,141,-0.069,14,0.61,,
3054,142,-1.034,17,0.61,,
3073,143,3.988,19,0.62,,
3103,144,3.157,30,0.62,,
3121,145,7.534,18,0.63,,
3140,146,-2.698,19,0.63,,
3155,147,-5.774,15,0.63,,
3170,148,4.618,15,0.63,,
3189,149,-0.515,19,0.64,,
3205,150,-2.361,16,0.64,,
3234,151,4.162,29,0.65,,
3251,152,3.999,17,0.65,,
3269,153,7.884,18,0.65,,
3287,154,2.027,18,0.65,,
3316,155,-1.648,29,0.66,,
3347,156,5.775,31,0.66,,
3361,157,2.016,14,0.67,,
3376,158,-0.091,15,0.67,,
3398,159,6.88,22,0.67,,
3408,160,-2.847,10,0.67,,
3425,161,2.182,17,0.68,,
3449,162,-2.391,24,0.68,,
3466,163,-3.254,17,0.68,,
3483,164,0.623,17,0.68,,
3500,165,-1.67,17,0.69,,
3510,166,-2.334,10,0.69,,
3526,167,0.656,16,0.69,,
3546,168,-8.997,20,0.69,,
3559,169,-1.974,13,0.7,,
3569,170,-2.51,10,0.7,,
3583,171,-2.095,14,0.7,,
3605,172,-2.471,22,0.7,,
3640,173,2.142,35,0.71,,
3655,174,-9.89,15,0.71,,
3687,175,8.853,32,0.72,,
3705,176,-3.98,18,0.72,,
3719,177,-3.004,14,0.72,,
3741,178,-4.55,22,0.73,,
3766,179,3.214,25,0.73,,
3807,180,16.667,41,0.74,,
3823,181,4.166,16,0.74,,
3841,182,-2.834,18,0.74,,
3882,183,15.949,41,0.75,,
3900,184,0.161,18,0.75,,
3913,185,-0.595,13,0.75,,
3930,186,3.648,17,0.76,,
3949,187,-3.152,19,0.76,,
3963,188,-6.405,14,0.76,,
3982,189,-4.143,19,0.77,,
4002,190,0.596,20,0.77,,
4010,191,-3.277,8,0.77,,
4042,192,16.038,32,0.78,,
4063,193,7.066,21,0.78,,
4092,194,-3.904,29,0.78,,
4121,195,8.638,29,0.79,,
4137,196,-4.278,16,0.8,,
4150,197,-1.923,13,0.8,,
4171,198,3.977,21,0.8,,
4188,199,-4.449,17,0.81,,
4199,200,0.552,11,0.81,,
4211,201,-1.993,12,0.81,,
